0.89864462,2.75E-08
1.939757289,9.40E-08
2.900503366,2.88E-07
3.908738792,4.59E-07
4.913321192,5.97E-07
5.917903592,7.35E-07
6.922485992,8.88E-07
8.007434984,1.00938E-06
8.891467496,1.10596E-06
9.936233192,1.23396E-06
10.94038582,1.33376E-06
11.90449842,1.42443E-06
12.88863103,1.49978E-06
13.9328237,1.57787E-06
14.93697633,1.66375E-06
15.98432064,1.72029E-06
17.00849329,1.79945E-06
17.95795796,1.89049E-06
18.93671847,1.93965E-06
20.02324328,1.98277E-06
20.98973061,2.11E-07
21.99122199,1.15E-07
22.9556211,8.85E-08
24.00038679,7.47E-08
24.96449938,6.72E-08
26.01113934,5.92E-08
26.93276461,5.40E-08
27.93691724,5.16E-08
28.98426154,4.88E-08
29.94837413,4.67E-08
30.99256681,4.47E-08
31.9566794,4.21E-08
33.02089209,4.03E-08
33.96498466,3.88E-08
34.90907723,3.68E-08
35.85316981,3.50E-08
36.96057417,3.32E-08
37.98474682,3.18E-08
39.02893949,3.10E-08
39.91297201,3.08E-08
